origin,Destination,Chargeable Wt,Mode,Nature of Consignment,Historical_Delivery_Days
Dehradun,Ahmedabad,5.89,Surface,Non-Dox,5
Hyderabad,Chennai,1.38,Express,Non-Dox,1
Pune,Thiruvananthapuram,12.18,Surface,Dox,5
Varanasi,Thiruvananthapuram,12.49,Surface,Non-Dox,5
Chandigarh,Raipur,9.27,Air Cargo,Dox,5
Chennai,Vizag,12.36,Surface,Dox,5
Ranchi,Hyderabad,10,Surface,Dox,5
Nashik,Vijayawada,10.16,Surface,Non-Dox,5
Ranchi,Vijayawada,4.02,Surface,Dox,3
Pune,Nashik,9.47,Surface,Dox,5
Nashik,Meerut,6.85,Surface,Dox,5
Kochi,Surat,5.18,Express,Non-Dox,2
Thiruvananthapuram,Chandigarh,11.47,Surface,Dox,5
Pune,Bangalore,6.53,Air Cargo,Non-Dox,5
Surat,Vizag,5.23,Surface,Dox,5
Hyderabad,Varanasi,4.38,Surface,Non-Dox,3
Aurangabad,Surat,11.85,Air Cargo,Dox,5
Mumbai,Kolkata,12.53,Air Cargo,Non-Dox,5
Jamshedpur,Nashik,11.6,Air Cargo,Dox,5
Chandigarh,Shimla,8.05,Express,Non-Dox,2
Delhi,Coimbatore,7.64,Air Cargo,Dox,5
Vizag,Chennai,1.96,Surface,Non-Dox,3
Ahmedabad,Kochi,13.6,Express,Dox,2
Kolkata,Pune,4.02,Surface,Non-Dox,3
Amritsar,Ahmedabad,6.24,Express,Non-Dox,2
Agra,Bhubaneswar,5.39,Express,Dox,2
Kochi,Vijayawada,2.87,Surface,Non-Dox,3
Bhubaneswar,Mumbai,11.1,Air Cargo,Dox,5
Pune,Vizag,5.46,Air Cargo,Non-Dox,5
Srinagar,Vizag,3.59,Surface,Non-Dox,3
Chandigarh,Nagpur,9.26,Air Cargo,Non-Dox,5
Bhubaneswar,Srinagar,10.78,Surface,Non-Dox,5
Nashik,Jamshedpur,13.06,Surface,Non-Dox,5
Bhopal,Agra,3.56,Surface,Dox,3
Hyderabad,Guwahati,6.54,Surface,Non-Dox,5
Amritsar,Bangalore,4.31,Surface,Dox,3
Indore,Jamshedpur,13.61,Surface,Non-Dox,5
Nagpur,Thiruvananthapuram,10.26,Surface,Dox,5
Nagpur,Kolkata,9.17,Surface,Non-Dox,5
Srinagar,Kolkata,7.65,Surface,Non-Dox,5
Meerut,Shimla,10.27,Surface,Non-Dox,5
Dehradun,Kolkata,10.1,Express,Non-Dox,2
Nagpur,Lucknow,5.01,Surface,Dox,5
Surat,Pune,3.32,Express,Non-Dox,2
Shimla,Indore,10.83,Surface,Dox,5
Thiruvananthapuram,Patna,8.49,Surface,Non-Dox,5
Raipur,Aurangabad,7.47,Air Cargo,Non-Dox,5
Surat,Meerut,11.14,Surface,Non-Dox,5
Nagpur,Bhopal,6.96,Surface,Non-Dox,5
Chandigarh,Jaipur,9.8,Surface,Dox,5
Hyderabad,Bangalore,9,Surface,Dox,5
Varanasi,Jaipur,8.75,Surface,Non-Dox,5
Nashik,Delhi,7.43,Surface,Dox,5
Nagpur,Indore,10.37,Surface,Non-Dox,5
Delhi,Vizag,7.15,Surface,Dox,5
Jaipur,Surat,7.9,Express,Non-Dox,2
Aurangabad,Agra,8.54,Surface,Dox,5
Mumbai,Indore,13.05,Air Cargo,Non-Dox,5
Aurangabad,Thiruvananthapuram,13.01,Surface,Dox,5
Thiruvananthapuram,Hyderabad,12.27,Express,Dox,2
Delhi,Mumbai,1.56,Express,Dox,1
Jamshedpur,Lucknow,9.03,Surface,Non-Dox,5
Ludhiana,Nashik,9.81,Surface,Dox,5
Srinagar,Bangalore,13.9,Express,Dox,2
Chennai,Lucknow,3.76,Surface,Dox,3
Bhopal,Amritsar,10.67,Surface,Dox,5
Guwahati,Meerut,10.37,Express,Dox,2
Ranchi,Surat,12.21,Surface,Dox,5
Ludhiana,Shimla,3.89,Surface,Dox,3
Delhi,Guwahati,8.84,Air Cargo,Dox,5
Srinagar,Vizag,8.98,Surface,Non-Dox,5
Chennai,Chandigarh,12.71,Air Cargo,Dox,5
Hyderabad,Vijayawada,6.5,Air Cargo,Non-Dox,5
Bangalore,Bhopal,13.15,Air Cargo,Dox,5
Pune,Agra,12.29,Air Cargo,Dox,5
Nashik,Patna,8.37,Surface,Non-Dox,5
Varanasi,Agra,3.4,Surface,Non-Dox,3
Hyderabad,Varanasi,5.38,Surface,Non-Dox,5
Nagpur,Vizag,7.51,Air Cargo,Dox,5
Vijayawada,Ahmedabad,14.31,Air Cargo,Dox,5
Vizag,Dehradun,7.64,Surface,Non-Dox,5
Thiruvananthapuram,Raipur,11.19,Surface,Dox,5
Varanasi,Coimbatore,12.96,Surface,Dox,5
Nagpur,Aurangabad,2.85,Surface,Dox,3
Meerut,Bangalore,13.1,Surface,Non-Dox,5
Dehradun,Kolkata,11.8,Surface,Non-Dox,5
Bangalore,Surat,11.4,Surface,Non-Dox,5
Bhopal,Vijayawada,3.27,Surface,Dox,3
Surat,Raipur,12.56,Express,Dox,2
Mumbai,Patna,4.1,Surface,Non-Dox,3
Jamshedpur,Coimbatore,8.31,Express,Non-Dox,2
Varanasi,Pune,6.48,Surface,Dox,5
Jaipur,Bhubaneswar,1.66,Express,Dox,1
Surat,Guwahati,7.81,Surface,Non-Dox,5
Amritsar,Nashik,9.28,Surface,Dox,5
Agra,Shimla,9.06,Surface,Non-Dox,5
Hyderabad,Ludhiana,5.43,Surface,Non-Dox,5
Vijayawada,Srinagar,10.94,Surface,Non-Dox,5
Dehradun,Pune,12.41,Surface,Non-Dox,5
Lucknow,Dehradun,8.92,Air Cargo,Non-Dox,5
Vijayawada,Agra,7.58,Express,Dox,2
Bangalore,Vijayawada,8.97,Surface,Non-Dox,5
Varanasi,Lucknow,2.96,Surface,Non-Dox,3
Vijayawada,Guwahati,4.61,Express,Dox,2
Chennai,Raipur,8.84,Express,Dox,2
Jamshedpur,Vizag,8.57,Surface,Dox,5
Coimbatore,Meerut,8.51,Express,Dox,2
Ludhiana,Mumbai,3.46,Surface,Non-Dox,3
Ahmedabad,Ludhiana,6.31,Express,Dox,2
Hyderabad,Srinagar,10.55,Air Cargo,Non-Dox,5
Dehradun,Chennai,8.01,Surface,Non-Dox,5
Ranchi,Vijayawada,5.37,Air Cargo,Non-Dox,5
Thiruvananthapuram,Vizag,11.89,Express,Non-Dox,2
Indore,Vizag,1.92,Express,Non-Dox,1
Dehradun,Chandigarh,5.07,Surface,Dox,5
Srinagar,Pune,3.23,Surface,Non-Dox,3
Surat,Lucknow,11.01,Surface,Non-Dox,5
Kolkata,Srinagar,5.16,Surface,Dox,5
Bhubaneswar,Vizag,8.96,Surface,Non-Dox,5
Mumbai,Bangalore,7.72,Express,Dox,2
Pune,Kolkata,7.2,Air Cargo,Non-Dox,5
Bangalore,Kolkata,4.48,Surface,Dox,3
Nagpur,Ahmedabad,9.59,Express,Dox,2
Varanasi,Srinagar,11.75,Express,Non-Dox,2
Hyderabad,Ranchi,12.74,Air Cargo,Non-Dox,5
Pune,Dehradun,3.92,Express,Non-Dox,2
Meerut,Jaipur,4.63,Surface,Dox,3
Amritsar,Bangalore,5.09,Surface,Non-Dox,5
Guwahati,Indore,7.72,Surface,Dox,5
Vizag,Ranchi,9.67,Air Cargo,Non-Dox,5
Lucknow,Ahmedabad,3.27,Surface,Non-Dox,3
Amritsar,Pune,3.61,Air Cargo,Dox,3
Coimbatore,Surat,7.28,Surface,Non-Dox,5
Nagpur,Vijayawada,12.03,Express,Non-Dox,2
Agra,Nashik,12.43,Express,Non-Dox,2
Bhopal,Coimbatore,10.59,Surface,Non-Dox,5
Varanasi,Bangalore,8.1,Air Cargo,Dox,5
Bangalore,Nagpur,7.03,Surface,Non-Dox,5
Meerut,Jamshedpur,2.12,Surface,Dox,3
Meerut,Nashik,7.13,Air Cargo,Dox,5
Agra,Vijayawada,12.99,Express,Non-Dox,2
Guwahati,Kochi,5.76,Air Cargo,Dox,5
Vijayawada,Lucknow,6.21,Express,Dox,2
Ludhiana,Chandigarh,2.34,Express,Non-Dox,2
Raipur,Chandigarh,8.08,Surface,Non-Dox,5
Kochi,Vizag,3.1,Surface,Dox,3
Bangalore,Chandigarh,2.95,Express,Non-Dox,2
Amritsar,Srinagar,4.65,Express,Non-Dox,2
Jamshedpur,Chennai,13.71,Air Cargo,Dox,5
Bhopal,Surat,9.89,Air Cargo,Non-Dox,5
Mumbai,Ranchi,12.7,Surface,Non-Dox,5
Ahmedabad,Hyderabad,12.95,Air Cargo,Non-Dox,5
Shimla,Surat,4.93,Air Cargo,Non-Dox,3
Ranchi,Dehradun,13.27,Surface,Non-Dox,5
Mumbai,Surat,5.98,Express,Dox,2
Kolkata,Bangalore,10.82,Air Cargo,Non-Dox,5
Pune,Ranchi,6.95,Express,Dox,2
Aurangabad,Surat,6.01,Air Cargo,Non-Dox,5
Mumbai,Shimla,2.44,Surface,Dox,3
Nagpur,Raipur,10.48,Surface,Dox,5
Dehradun,Pune,3.03,Air Cargo,Non-Dox,3
Raipur,Delhi,13.44,Surface,Dox,5
Bhubaneswar,Ahmedabad,5.16,Express,Non-Dox,2
Lucknow,Srinagar,5.24,Surface,Dox,5
Vizag,Nagpur,5,Surface,Non-Dox,3
Varanasi,Bhopal,12.17,Surface,Dox,5
Ludhiana,Ahmedabad,8.06,Surface,Non-Dox,5
Bhopal,Ranchi,9.13,Surface,Dox,5
Varanasi,Nashik,3.39,Surface,Dox,3
Mumbai,Kolkata,2.58,Air Cargo,Non-Dox,3
Kochi,Bhubaneswar,13.93,Surface,Dox,5
Thiruvananthapuram,Amritsar,6.57,Surface,Non-Dox,5
Dehradun,Meerut,4.21,Air Cargo,Dox,3
Thiruvananthapuram,Jamshedpur,3.72,Express,Non-Dox,2
Nagpur,Ahmedabad,6.98,Surface,Dox,5
Varanasi,Aurangabad,10.17,Surface,Non-Dox,5
Srinagar,Bhubaneswar,6.76,Surface,Non-Dox,5
Ludhiana,Jaipur,5.44,Surface,Dox,5
Chennai,Kochi,3.29,Surface,Dox,3
Meerut,Jamshedpur,12.22,Surface,Dox,5
Hyderabad,Kolkata,2.24,Surface,Non-Dox,3
Aurangabad,Kolkata,7.38,Surface,Non-Dox,5
Jamshedpur,Bangalore,4.49,Express,Dox,2
Kolkata,Srinagar,6.37,Surface,Dox,5
Thiruvananthapuram,Guwahati,4.3,Surface,Dox,3
Srinagar,Patna,4.22,Express,Non-Dox,2
Patna,Vizag,6.67,Surface,Dox,5
Surat,Meerut,11.08,Express,Dox,2
Srinagar,Indore,10.5,Air Cargo,Non-Dox,5
Pune,Lucknow,13.35,Surface,Non-Dox,5
Indore,Bangalore,6.99,Surface,Dox,5
Delhi,Nashik,11.67,Air Cargo,Non-Dox,5
Meerut,Indore,1.94,Air Cargo,Non-Dox,3
Vizag,Patna,8,Surface,Dox,5
Agra,Nagpur,9.59,Surface,Dox,5
Bangalore,Amritsar,8.66,Surface,Non-Dox,5
Raipur,Chennai,9,Air Cargo,Dox,5
Vizag,Varanasi,9.6,Air Cargo,Dox,5
Surat,Kochi,10.49,Surface,Non-Dox,5
Vijayawada,Nagpur,9.06,Express,Non-Dox,2
Bhopal,Coimbatore,13.55,Surface,Non-Dox,5
Chennai,Vijayawada,6,Air Cargo,Non-Dox,5
Coimbatore,Vijayawada,6.47,Air Cargo,Dox,5
Pune,Patna,10.09,Surface,Dox,5
Vijayawada,Agra,7.04,Express,Non-Dox,2
Chennai,Aurangabad,1.44,Surface,Dox,3
Delhi,Nagpur,7.36,Express,Non-Dox,2
Thiruvananthapuram,Hyderabad,4.33,Surface,Dox,3
Srinagar,Vijayawada,11.08,Air Cargo,Dox,5
Bangalore,Meerut,3.19,Air Cargo,Non-Dox,3
Dehradun,Kochi,9.78,Surface,Non-Dox,5
Agra,Raipur,4.22,Express,Dox,2
Shimla,Agra,11.1,Express,Dox,2
Kolkata,Delhi,9,Surface,Non-Dox,5
Meerut,Surat,10.24,Express,Non-Dox,2
Jamshedpur,Ranchi,2.54,Surface,Non-Dox,3
Delhi,Meerut,5.69,Surface,Non-Dox,5
Shimla,Vijayawada,10.85,Surface,Non-Dox,5
Coimbatore,Vijayawada,7.79,Surface,Dox,5
Dehradun,Patna,6.48,Express,Dox,2
Delhi,Coimbatore,5.34,Air Cargo,Dox,5
Shimla,Srinagar,0.77,Surface,Non-Dox,3
Dehradun,Hyderabad,11.44,Surface,Dox,5
Mumbai,Agra,10.46,Air Cargo,Dox,5
Bhubaneswar,Indore,7.99,Surface,Dox,5
Jamshedpur,Vizag,10.61,Surface,Non-Dox,5
Jamshedpur,Ludhiana,11.37,Surface,Dox,5
Patna,Surat,13.23,Surface,Dox,5
Meerut,Raipur,9.3,Express,Dox,2
Nashik,Pune,1.8,Surface,Non-Dox,3
Pune,Jamshedpur,5.51,Express,Dox,2
Jamshedpur,Kochi,6.63,Surface,Non-Dox,5
Bhopal,Bhubaneswar,9.2,Surface,Non-Dox,5
Bhopal,Dehradun,8.76,Surface,Dox,5
Raipur,Dehradun,4.01,Express,Dox,2
Surat,Jamshedpur,9.99,Air Cargo,Dox,5
Kolkata,Bangalore,2.3,Surface,Dox,3
Agra,Aurangabad,7.04,Surface,Dox,5
Bangalore,Hyderabad,9.24,Air Cargo,Non-Dox,5
Raipur,Amritsar,5.24,Surface,Non-Dox,5
Chandigarh,Coimbatore,5.76,Surface,Dox,5
Shimla,Patna,12.34,Express,Dox,2
Thiruvananthapuram,Surat,3.35,Express,Dox,2
Aurangabad,Coimbatore,8.27,Surface,Non-Dox,5
Shimla,Raipur,8.19,Express,Dox,2
Raipur,Dehradun,7.3,Surface,Dox,5
Nashik,Vizag,13.26,Surface,Dox,5
Raipur,Thiruvananthapuram,4.97,Express,Non-Dox,2
Varanasi,Nagpur,5.04,Express,Non-Dox,2
Ranchi,Surat,4.19,Surface,Dox,3
Surat,Nagpur,3.46,Surface,Non-Dox,3
Srinagar,Aurangabad,4.93,Surface,Non-Dox,3
Meerut,Jaipur,2.02,Air Cargo,Non-Dox,3
Patna,Varanasi,1.84,Surface,Non-Dox,3
Chennai,Amritsar,12.32,Express,Non-Dox,2
Hyderabad,Kolkata,2.78,Air Cargo,Dox,3
Bangalore,Coimbatore,7.73,Air Cargo,Non-Dox,5
Chennai,Meerut,3.67,Surface,Dox,3
Ahmedabad,Amritsar,9.94,Surface,Non-Dox,5
Bhopal,Nashik,7.44,Surface,Dox,5
Thiruvananthapuram,Delhi,11.88,Surface,Non-Dox,5
Aurangabad,Thiruvananthapuram,6.26,Surface,Non-Dox,5
Varanasi,Chennai,4.65,Express,Dox,2
Amritsar,Dehradun,3.51,Express,Dox,2
Ranchi,Hyderabad,1.61,Air Cargo,Dox,3
Indore,Lucknow,5.95,Surface,Dox,5
Dehradun,Lucknow,12.58,Express,Non-Dox,2
Jaipur,Chennai,10.77,Surface,Non-Dox,5
Delhi,Guwahati,12.9,Surface,Dox,5
Chandigarh,Chennai,0.73,Surface,Dox,3
Ahmedabad,Amritsar,10.75,Surface,Dox,5
Jamshedpur,Pune,12.69,Air Cargo,Non-Dox,5
Dehradun,Hyderabad,11.36,Surface,Dox,5
Pune,Jaipur,6.49,Surface,Non-Dox,5
Srinagar,Aurangabad,7.17,Surface,Dox,5
Vijayawada,Meerut,3.03,Surface,Dox,3
Ahmedabad,Bhopal,2.96,Express,Dox,2
Vijayawada,Kolkata,0.61,Surface,Non-Dox,3
Bhubaneswar,Ludhiana,4.02,Surface,Non-Dox,3
Kolkata,Ahmedabad,6.66,Surface,Non-Dox,5
Mumbai,Guwahati,7.79,Surface,Non-Dox,5
Delhi,Nagpur,11.12,Express,Dox,2
Aurangabad,Bhopal,8.12,Surface,Dox,5
Meerut,Patna,5.63,Surface,Dox,5
Agra,Surat,14.43,Surface,Non-Dox,5
Jamshedpur,Jaipur,4.57,Express,Dox,2
Jaipur,Thiruvananthapuram,5.43,Surface,Non-Dox,5
Patna,Mumbai,2.36,Express,Non-Dox,2
Surat,Vijayawada,2.63,Surface,Dox,3
Nashik,Bhubaneswar,5.38,Surface,Dox,5
Chandigarh,Shimla,4.21,Air Cargo,Non-Dox,3
Mumbai,Jaipur,8.78,Air Cargo,Non-Dox,5
Lucknow,Vijayawada,5.73,Express,Dox,2
Bhopal,Mumbai,9.24,Air Cargo,Non-Dox,5
Chennai,Raipur,6.77,Express,Dox,2
Ludhiana,Ahmedabad,10.39,Surface,Dox,5
Nashik,Raipur,12.9,Air Cargo,Dox,5
Kochi,Varanasi,9.33,Surface,Non-Dox,5
Kochi,Nagpur,3.52,Surface,Dox,3
Nashik,Bhubaneswar,3.22,Express,Non-Dox,2
Chandigarh,Aurangabad,9.15,Surface,Non-Dox,5
Chandigarh,Agra,5.2,Surface,Dox,5
Raipur,Vijayawada,3.98,Surface,Non-Dox,3
Bangalore,Jaipur,3.88,Express,Non-Dox,2
Vijayawada,Guwahati,5.97,Surface,Non-Dox,5
Bangalore,Varanasi,10.85,Surface,Dox,5
Chandigarh,Jamshedpur,8.75,Surface,Dox,5
Dehradun,Chandigarh,9.63,Surface,Non-Dox,5
Surat,Srinagar,5.54,Surface,Non-Dox,5
Chennai,Ahmedabad,6.59,Surface,Non-Dox,5
Meerut,Jamshedpur,5.71,Surface,Dox,5
Ludhiana,Thiruvananthapuram,11.26,Express,Non-Dox,2
Surat,Jamshedpur,8.02,Express,Non-Dox,2
Vijayawada,Jamshedpur,13.64,Air Cargo,Dox,5
Nagpur,Ahmedabad,10,Surface,Dox,5
Nagpur,Vizag,7.61,Surface,Non-Dox,5
Jaipur,Nashik,3.67,Surface,Non-Dox,3
Pune,Mumbai,5.17,Surface,Dox,5
Pune,Kolkata,11.74,Surface,Dox,5
Patna,Bangalore,9.03,Air Cargo,Non-Dox,5
Aurangabad,Jamshedpur,10.07,Surface,Non-Dox,5
Vijayawada,Amritsar,13.85,Surface,Dox,5
Bangalore,Coimbatore,1.39,Express,Dox,1
Bhubaneswar,Patna,8.5,Surface,Non-Dox,5
Coimbatore,Chandigarh,5.26,Surface,Dox,5
Bhopal,Chennai,5.86,Express,Non-Dox,2
Bangalore,Ludhiana,11.3,Surface,Dox,5
Patna,Delhi,12.02,Air Cargo,Dox,5
Dehradun,Bhopal,5.09,Surface,Dox,5
Coimbatore,Bhubaneswar,7.04,Air Cargo,Dox,5
Vizag,Lucknow,5.29,Surface,Non-Dox,5
Aurangabad,Guwahati,10.64,Express,Dox,2
Amritsar,Patna,4.2,Express,Non-Dox,2
Kolkata,Hyderabad,4.58,Express,Non-Dox,2
Amritsar,Nagpur,5.35,Surface,Non-Dox,5
Kolkata,Ludhiana,7.18,Express,Non-Dox,2
Jamshedpur,Surat,11.97,Express,Dox,2
Agra,Nagpur,9.06,Surface,Dox,5
Thiruvananthapuram,Vizag,7.94,Surface,Dox,5
Agra,Pune,3.12,Surface,Non-Dox,3
Raipur,Aurangabad,9.16,Express,Non-Dox,2
Patna,Jaipur,8.94,Surface,Non-Dox,5
Ludhiana,Bangalore,4.74,Surface,Non-Dox,3
Surat,Bangalore,2.46,Surface,Non-Dox,3
Ludhiana,Lucknow,3.74,Express,Dox,2
Vizag,Ranchi,2.71,Express,Dox,2
Delhi,Ahmedabad,1.46,Surface,Dox,3
Chennai,Vizag,7.59,Surface,Dox,5
Kochi,Guwahati,12.49,Surface,Non-Dox,5
Dehradun,Coimbatore,11.76,Express,Dox,2
Vijayawada,Amritsar,7.42,Air Cargo,Non-Dox,5
Jaipur,Kochi,13.51,Surface,Non-Dox,5
Hyderabad,Vizag,7.16,Surface,Dox,5
Jaipur,Jamshedpur,4.96,Air Cargo,Dox,3
Delhi,Varanasi,13.53,Surface,Dox,5
Delhi,Dehradun,0.51,Express,Dox,1
Vijayawada,Coimbatore,8.73,Air Cargo,Non-Dox,5
Ahmedabad,Chennai,5.16,Surface,Dox,5
Mumbai,Patna,0.91,Express,Dox,1
Kolkata,Bangalore,6.57,Air Cargo,Dox,5
Pune,Mumbai,4.52,Air Cargo,Non-Dox,3
Dehradun,Hyderabad,8.84,Express,Dox,2
Shimla,Bangalore,10.52,Surface,Dox,5
Kolkata,Ludhiana,10.08,Air Cargo,Dox,5
Bangalore,Agra,10.43,Express,Non-Dox,2
Bangalore,Amritsar,11.1,Surface,Non-Dox,5
Delhi,Jaipur,4.49,Express,Non-Dox,2
Vizag,Vijayawada,1.3,Surface,Dox,3
Hyderabad,Aurangabad,3.2,Surface,Non-Dox,3
Delhi,Vizag,5.06,Surface,Dox,5
Vijayawada,Delhi,3.17,Surface,Non-Dox,3
Vizag,Nagpur,9.5,Surface,Non-Dox,5
Mumbai,Surat,4.47,Surface,Dox,3
Jaipur,Guwahati,11.06,Surface,Dox,5
Nashik,Vizag,10.05,Surface,Dox,5
Mumbai,Aurangabad,8.55,Express,Non-Dox,2
Pune,Raipur,12.36,Express,Non-Dox,2
Varanasi,Vizag,7.85,Express,Non-Dox,2
Srinagar,Chennai,2.69,Surface,Dox,3
Bangalore,Ranchi,5.47,Surface,Dox,5
Srinagar,Meerut,11.38,Surface,Non-Dox,5
Vizag,Vijayawada,13.99,Surface,Dox,5
Aurangabad,Surat,2.32,Express,Non-Dox,2
Patna,Ahmedabad,8.07,Express,Non-Dox,2
Varanasi,Ahmedabad,2.58,Surface,Dox,3
Aurangabad,Thiruvananthapuram,4.19,Surface,Dox,3
Surat,Indore,10.57,Surface,Dox,5
Kochi,Coimbatore,11.58,Surface,Dox,5
Kochi,Delhi,7.09,Surface,Dox,5
Agra,Patna,6.44,Air Cargo,Non-Dox,5
Amritsar,Indore,7.8,Surface,Dox,5
Bhubaneswar,Mumbai,9.9,Surface,Dox,5
Thiruvananthapuram,Raipur,8.95,Surface,Dox,5
Raipur,Mumbai,3.24,Surface,Non-Dox,3
Delhi,Indore,4.54,Surface,Dox,3
Bangalore,Ranchi,6.97,Surface,Non-Dox,5
Jaipur,Agra,10.74,Express,Non-Dox,2
Raipur,Meerut,12.9,Express,Dox,2
Patna,Jaipur,12.42,Express,Dox,2
Ludhiana,Thiruvananthapuram,5.28,Surface,Non-Dox,5
Nagpur,Nashik,6.06,Surface,Non-Dox,5
Ranchi,Hyderabad,8.08,Express,Dox,2
Surat,Chandigarh,1.45,Surface,Dox,3
Dehradun,Surat,11.58,Air Cargo,Dox,5
Bhopal,Coimbatore,9.61,Air Cargo,Non-Dox,5
Bhopal,Guwahati,2.38,Surface,Non-Dox,3
Srinagar,Surat,11.96,Air Cargo,Non-Dox,5
Vizag,Jamshedpur,8.62,Express,Non-Dox,2
Vizag,Delhi,4.89,Surface,Non-Dox,3
Vijayawada,Ahmedabad,12.58,Surface,Dox,5
Delhi,Nagpur,6.22,Surface,Dox,5
Nashik,Guwahati,4.2,Surface,Non-Dox,3
Jaipur,Kochi,9.34,Air Cargo,Dox,5
Aurangabad,Ludhiana,6.42,Surface,Non-Dox,5
Srinagar,Jamshedpur,10.24,Surface,Non-Dox,5
Jaipur,Jamshedpur,11.48,Surface,Non-Dox,5
Aurangabad,Ahmedabad,10.27,Surface,Non-Dox,5
Shimla,Nagpur,3.29,Surface,Non-Dox,3
Srinagar,Indore,6.04,Air Cargo,Non-Dox,5
Chennai,Ranchi,9.46,Air Cargo,Dox,5
Kochi,Aurangabad,11.78,Air Cargo,Dox,5
Vizag,Patna,7.66,Surface,Non-Dox,5
Chandigarh,Srinagar,6.39,Surface,Non-Dox,5
Delhi,Mumbai,12.89,Surface,Non-Dox,5
Vizag,Vijayawada,7.93,Surface,Dox,5
Ranchi,Ludhiana,2.12,Surface,Dox,3
Aurangabad,Kolkata,5.3,Surface,Non-Dox,5
Patna,Raipur,9.94,Air Cargo,Dox,5
Meerut,Jamshedpur,12.46,Surface,Non-Dox,5
Shimla,Vijayawada,11.02,Air Cargo,Dox,5
Surat,Raipur,12.52,Surface,Non-Dox,5
Ludhiana,Chandigarh,13.82,Surface,Non-Dox,5
Vizag,Indore,7.76,Air Cargo,Dox,5
Hyderabad,Chennai,7.5,Surface,Dox,5
Vijayawada,Jamshedpur,3.69,Surface,Non-Dox,3
Srinagar,Thiruvananthapuram,10.54,Surface,Non-Dox,5
Lucknow,Nagpur,0.71,Air Cargo,Dox,3
Jamshedpur,Agra,6.49,Air Cargo,Dox,5
Ranchi,Pune,10.42,Express,Non-Dox,2
Patna,Jaipur,10.24,Express,Non-Dox,2
Hyderabad,Aurangabad,13.61,Express,Dox,2
Indore,Meerut,9.83,Surface,Dox,5
Dehradun,Amritsar,7.21,Surface,Dox,5
Ludhiana,Dehradun,5.83,Surface,Non-Dox,5
Ahmedabad,Pune,11.81,Air Cargo,Dox,5
Vizag,Bhopal,7.92,Surface,Dox,5
Delhi,Lucknow,5.33,Air Cargo,Dox,5
Raipur,Bhopal,5.65,Surface,Non-Dox,5
Varanasi,Indore,7.49,Surface,Dox,5
Ranchi,Dehradun,4.58,Surface,Non-Dox,3
Chandigarh,Nagpur,6.65,Surface,Dox,5
Varanasi,Kochi,2.34,Surface,Dox,3
Dehradun,Meerut,10.5,Surface,Non-Dox,5
Coimbatore,Hyderabad,13.53,Air Cargo,Dox,5
Ahmedabad,Hyderabad,12.96,Air Cargo,Non-Dox,5
Jaipur,Delhi,3.53,Surface,Non-Dox,3
Delhi,Coimbatore,4.81,Air Cargo,Non-Dox,3
Kolkata,Dehradun,7.09,Air Cargo,Non-Dox,5
Patna,Lucknow,4.82,Express,Non-Dox,2
Bhopal,Lucknow,5.32,Air Cargo,Non-Dox,5
Ranchi,Aurangabad,13.03,Surface,Dox,5
Delhi,Coimbatore,4.2,Express,Dox,2
Guwahati,Bangalore,13.25,Air Cargo,Non-Dox,5
Dehradun,Coimbatore,6.2,Express,Dox,2
Shimla,Vizag,13.11,Surface,Non-Dox,5
Bangalore,Chandigarh,13.44,Express,Non-Dox,2
Agra,Meerut,11.61,Surface,Non-Dox,5
Vijayawada,Ludhiana,6.61,Surface,Non-Dox,5
Pune,Kolkata,1.92,Surface,Non-Dox,3
Kolkata,Chennai,3.92,Express,Non-Dox,2
Amritsar,Dehradun,8.69,Air Cargo,Dox,5
Bangalore,Indore,9.68,Air Cargo,Non-Dox,5
Bhopal,Thiruvananthapuram,8.01,Surface,Dox,5
Delhi,Meerut,11.64,Express,Non-Dox,2
Lucknow,Ludhiana,1.87,Air Cargo,Non-Dox,3
Indore,Kochi,12.15,Surface,Non-Dox,5
Jamshedpur,Lucknow,10.97,Surface,Non-Dox,5
Shimla,Bhubaneswar,7.58,Surface,Dox,5
Patna,Guwahati,7.59,Air Cargo,Non-Dox,5
Nashik,Delhi,13.75,Surface,Non-Dox,5
Hyderabad,Nagpur,10.92,Surface,Dox,5
Bhopal,Agra,4.11,Surface,Dox,3
Guwahati,Nashik,11.68,Surface,Dox,5
Bhubaneswar,Bangalore,7.93,Express,Non-Dox,2
Delhi,Lucknow,3.77,Surface,Non-Dox,3
Ahmedabad,Varanasi,5.39,Surface,Dox,5
Bangalore,Amritsar,4.62,Air Cargo,Non-Dox,3
Jamshedpur,Chennai,1.48,Surface,Non-Dox,3
Amritsar,Coimbatore,8.58,Surface,Dox,5
Chennai,Raipur,6.99,Express,Non-Dox,2
Bhubaneswar,Surat,6.92,Surface,Dox,5
Chandigarh,Chennai,5.95,Surface,Dox,5
Coimbatore,Mumbai,8.59,Express,Non-Dox,2
Jamshedpur,Raipur,9.6,Air Cargo,Dox,5
Thiruvananthapuram,Hyderabad,12.07,Air Cargo,Dox,5
Lucknow,Vizag,4.06,Air Cargo,Dox,3
Ahmedabad,Dehradun,9.64,Surface,Non-Dox,5
Surat,Chandigarh,6.15,Express,Non-Dox,2
Kochi,Varanasi,4.99,Express,Non-Dox,2
Guwahati,Chandigarh,12.17,Air Cargo,Dox,5
Mumbai,Thiruvananthapuram,6.38,Express,Dox,2
