Pickup_Location,Destination,Courier_Type,Historical_Deliveries,Actual_Delivery_Days
Kolkata,Mumbai,Same Day,6,7
Bangalore,Hyderabad,Same Day,3,4
Kolkata,Ahmedabad,Standard,5,6
Pune,Chennai,Express,4,5
Delhi,Kolkata,Express,7,8
Bangalore,Bangalore,Express,4,4
Delhi,Kolkata,Standard,4,3
Hyderabad,Bangalore,Standard,6,6
Ahmedabad,Chennai,Standard,5,4
Hyderabad,Hyderabad,Express,5,5
Kolkata,Pune,Express,2,1
Mumbai,Chennai,Express,1,1
Delhi,Kolkata,Standard,7,7
Hyderabad,Delhi,Same Day,7,7
Hyderabad,Bangalore,Same Day,2,3
Mumbai,Mumbai,Same Day,2,2
Chennai,Ahmedabad,Standard,5,4
Pune,Pune,Express,5,4
Hyderabad,Kolkata,Express,2,2
Mumbai,Kolkata,Express,6,6
Ahmedabad,Hyderabad,Express,2,3
Ahmedabad,Chennai,Same Day,2,3
Chennai,Kolkata,Same Day,1,2
Chennai,Bangalore,Same Day,7,7
Pune,Chennai,Express,7,8
Chennai,Bangalore,Standard,4,4
Hyderabad,Delhi,Express,5,6
Kolkata,Mumbai,Express,5,6
Kolkata,Bangalore,Standard,2,1
Delhi,Mumbai,Express,2,1
Bangalore,Ahmedabad,Same Day,5,5
Kolkata,Mumbai,Standard,3,3
Kolkata,Pune,Standard,3,2
Mumbai,Mumbai,Standard,1,1
Chennai,Bangalore,Same Day,7,8
Chennai,Pune,Same Day,1,2
Mumbai,Bangalore,Express,1,2
Delhi,Kolkata,Same Day,6,7
Hyderabad,Mumbai,Same Day,7,6
Ahmedabad,Bangalore,Standard,5,5
Ahmedabad,Ahmedabad,Same Day,5,5
Mumbai,Mumbai,Same Day,7,6
Ahmedabad,Delhi,Standard,5,6
Bangalore,Mumbai,Same Day,7,6
Hyderabad,Delhi,Express,2,3
Chennai,Hyderabad,Standard,7,6
Ahmedabad,Chennai,Standard,6,5
Ahmedabad,Kolkata,Express,1,1
Mumbai,Bangalore,Express,6,5
Mumbai,Mumbai,Standard,3,4
Kolkata,Bangalore,Standard,7,7
Kolkata,Delhi,Express,1,2
Mumbai,Delhi,Standard,3,3
Mumbai,Chennai,Same Day,4,3
Mumbai,Pune,Standard,3,3
Hyderabad,Pune,Standard,7,8
Delhi,Ahmedabad,Standard,2,3
Bangalore,Mumbai,Standard,7,7
Bangalore,Ahmedabad,Same Day,4,5
Mumbai,Mumbai,Same Day,1,1
Pune,Chennai,Express,6,5
Bangalore,Hyderabad,Express,5,5
Kolkata,Delhi,Standard,5,4
Ahmedabad,Hyderabad,Express,5,6
Hyderabad,Ahmedabad,Express,6,7
Ahmedabad,Chennai,Standard,6,7
Mumbai,Mumbai,Express,4,5
Pune,Bangalore,Standard,6,5
Hyderabad,Hyderabad,Express,7,7
Kolkata,Bangalore,Standard,6,5
Kolkata,Delhi,Same Day,5,6
Kolkata,Pune,Standard,2,3
Chennai,Ahmedabad,Standard,4,4
Mumbai,Kolkata,Standard,7,7
Pune,Mumbai,Express,7,8
Hyderabad,Mumbai,Express,4,3
Chennai,Hyderabad,Express,2,3
Mumbai,Chennai,Express,1,1
Delhi,Pune,Same Day,7,7
Mumbai,Hyderabad,Same Day,5,5
Pune,Kolkata,Same Day,6,5
Kolkata,Delhi,Same Day,5,5
Pune,Ahmedabad,Standard,1,1
Pune,Pune,Express,6,5
Mumbai,Mumbai,Standard,7,6
Bangalore,Ahmedabad,Same Day,2,1
Chennai,Bangalore,Express,4,4
Kolkata,Bangalore,Same Day,5,4
Kolkata,Hyderabad,Standard,6,5
Pune,Pune,Same Day,3,2
Chennai,Kolkata,Express,4,5
Bangalore,Kolkata,Same Day,7,7
Ahmedabad,Delhi,Express,3,2
Kolkata,Delhi,Standard,1,2
Bangalore,Hyderabad,Same Day,2,3
Kolkata,Bangalore,Standard,4,3
Kolkata,Hyderabad,Standard,7,7
Hyderabad,Hyderabad,Same Day,1,2
Mumbai,Kolkata,Standard,4,3
Chennai,Chennai,Express,4,5
Kolkata,Hyderabad,Express,6,5
Chennai,Mumbai,Same Day,2,2
Kolkata,Mumbai,Express,3,4
Kolkata,Bangalore,Same Day,7,6
Hyderabad,Bangalore,Express,6,5
Pune,Kolkata,Express,1,1
Hyderabad,Kolkata,Same Day,3,4
Ahmedabad,Mumbai,Same Day,1,1
Kolkata,Mumbai,Standard,4,4
Pune,Pune,Express,4,3
Mumbai,Bangalore,Express,4,4
Bangalore,Bangalore,Same Day,7,7
Chennai,Delhi,Same Day,7,6
Hyderabad,Kolkata,Same Day,1,1
Mumbai,Chennai,Same Day,7,8
Delhi,Ahmedabad,Same Day,4,5
Delhi,Pune,Express,3,4
Hyderabad,Chennai,Same Day,1,1
Delhi,Delhi,Same Day,2,3
Mumbai,Mumbai,Express,3,2
Delhi,Mumbai,Express,7,7
Mumbai,Mumbai,Express,6,6
Mumbai,Kolkata,Express,7,7
Hyderabad,Chennai,Express,1,1
Pune,Hyderabad,Same Day,3,2
Ahmedabad,Bangalore,Express,7,8
Bangalore,Ahmedabad,Same Day,1,2
Ahmedabad,Mumbai,Standard,3,4
Kolkata,Chennai,Standard,2,1
Bangalore,Mumbai,Same Day,7,7
Chennai,Ahmedabad,Standard,3,3
Bangalore,Chennai,Express,2,3
Mumbai,Kolkata,Express,6,6
Ahmedabad,Delhi,Standard,6,6
Pune,Chennai,Standard,6,6
Hyderabad,Chennai,Standard,2,2
Pune,Delhi,Standard,1,2
Mumbai,Kolkata,Express,2,3
Pune,Pune,Standard,1,1
Kolkata,Ahmedabad,Express,6,7
Ahmedabad,Delhi,Same Day,2,2
Mumbai,Chennai,Same Day,1,1
Bangalore,Bangalore,Standard,2,3
Ahmedabad,Pune,Same Day,6,7
Chennai,Hyderabad,Standard,3,2
Delhi,Hyderabad,Same Day,6,7
Delhi,Pune,Express,2,2
Pune,Hyderabad,Same Day,3,3
Ahmedabad,Ahmedabad,Standard,1,2
Mumbai,Ahmedabad,Standard,7,6
Chennai,Pune,Same Day,7,6
Kolkata,Kolkata,Standard,7,8
Chennai,Kolkata,Standard,4,4
Mumbai,Hyderabad,Same Day,2,1
Ahmedabad,Hyderabad,Standard,3,3
Chennai,Hyderabad,Standard,7,6
Pune,Ahmedabad,Express,2,1
Mumbai,Pune,Same Day,3,2
Pune,Chennai,Standard,4,3
Hyderabad,Bangalore,Standard,3,3
Delhi,Chennai,Standard,5,4
Kolkata,Kolkata,Express,4,4
Mumbai,Ahmedabad,Express,4,3
Bangalore,Chennai,Same Day,3,2
Chennai,Chennai,Standard,7,6
Chennai,Kolkata,Same Day,3,4
Kolkata,Kolkata,Same Day,4,3
Ahmedabad,Hyderabad,Same Day,5,5
Bangalore,Ahmedabad,Same Day,3,2
Delhi,Ahmedabad,Express,7,7
Ahmedabad,Bangalore,Standard,1,1
Bangalore,Delhi,Express,1,1
Ahmedabad,Hyderabad,Standard,1,1
Delhi,Ahmedabad,Standard,1,1
Chennai,Bangalore,Express,3,4
Mumbai,Kolkata,Standard,7,7
Chennai,Delhi,Express,2,3
Chennai,Kolkata,Standard,2,3
Hyderabad,Kolkata,Express,4,5
Ahmedabad,Chennai,Standard,4,4
Delhi,Hyderabad,Express,5,4
Delhi,Delhi,Same Day,6,5
Hyderabad,Delhi,Express,7,7
Delhi,Kolkata,Express,1,1
Chennai,Delhi,Same Day,5,4
Delhi,Bangalore,Same Day,2,3
Bangalore,Mumbai,Standard,3,2
Bangalore,Kolkata,Same Day,1,1
Delhi,Pune,Same Day,7,7
Mumbai,Chennai,Standard,7,7
Hyderabad,Ahmedabad,Standard,1,2
Ahmedabad,Hyderabad,Express,4,4
Bangalore,Kolkata,Standard,3,3
Delhi,Ahmedabad,Same Day,5,5
Hyderabad,Hyderabad,Same Day,7,7
Bangalore,Delhi,Standard,6,7
Delhi,Ahmedabad,Express,6,5
Pune,Bangalore,Express,3,4
Kolkata,Mumbai,Express,1,1
Kolkata,Kolkata,Same Day,2,1
Pune,Mumbai,Same Day,2,1
Kolkata,Kolkata,Standard,7,6
Bangalore,Chennai,Same Day,1,2
Hyderabad,Pune,Same Day,4,5
Bangalore,Hyderabad,Standard,4,3
Delhi,Kolkata,Same Day,4,5
Delhi,Kolkata,Standard,6,5
Mumbai,Hyderabad,Same Day,4,3
Pune,Hyderabad,Express,2,1
Kolkata,Hyderabad,Same Day,1,1
Mumbai,Bangalore,Standard,3,3
Bangalore,Kolkata,Standard,3,2
Hyderabad,Pune,Same Day,4,3
Kolkata,Hyderabad,Standard,6,6
Hyderabad,Hyderabad,Express,1,1
Bangalore,Mumbai,Standard,2,2
Delhi,Ahmedabad,Standard,6,7
Kolkata,Hyderabad,Same Day,4,3
Chennai,Ahmedabad,Standard,7,7
Bangalore,Ahmedabad,Same Day,4,4
Hyderabad,Chennai,Express,7,6
Hyderabad,Ahmedabad,Standard,3,3
Kolkata,Ahmedabad,Standard,6,6
Delhi,Chennai,Standard,5,5
Bangalore,Chennai,Standard,3,3
Delhi,Hyderabad,Standard,1,2
Hyderabad,Pune,Express,7,7
Chennai,Kolkata,Standard,2,3
Mumbai,Pune,Same Day,5,6
Mumbai,Chennai,Same Day,7,8
Chennai,Bangalore,Express,6,5
Mumbai,Bangalore,Standard,2,3
Delhi,Kolkata,Same Day,3,4
Kolkata,Mumbai,Standard,6,5
Delhi,Chennai,Standard,6,6
Mumbai,Ahmedabad,Express,7,7
Pune,Hyderabad,Standard,6,5
Chennai,Mumbai,Express,2,1
Hyderabad,Chennai,Express,2,3
Pune,Ahmedabad,Express,4,5
Ahmedabad,Ahmedabad,Standard,3,4
Bangalore,Chennai,Standard,6,6
Delhi,Kolkata,Standard,5,5
Ahmedabad,Delhi,Same Day,6,5
Delhi,Kolkata,Express,3,3
Kolkata,Delhi,Same Day,4,3
Kolkata,Chennai,Same Day,2,3
Pune,Delhi,Same Day,2,1
Bangalore,Mumbai,Express,6,5
Delhi,Hyderabad,Same Day,7,8
Kolkata,Bangalore,Standard,3,3
Pune,Kolkata,Express,7,7
Ahmedabad,Delhi,Express,6,6
Bangalore,Mumbai,Same Day,2,3
Hyderabad,Delhi,Express,7,7
Pune,Chennai,Same Day,5,6
Hyderabad,Hyderabad,Same Day,1,1
Bangalore,Kolkata,Express,1,2
Ahmedabad,Kolkata,Express,1,1
Mumbai,Hyderabad,Same Day,1,2
Pune,Kolkata,Standard,7,8
Pune,Hyderabad,Standard,3,4
Delhi,Ahmedabad,Same Day,7,6
Chennai,Bangalore,Same Day,5,4
Delhi,Chennai,Standard,4,4
Mumbai,Hyderabad,Standard,3,2
Mumbai,Mumbai,Standard,5,6
Bangalore,Bangalore,Standard,6,7
Pune,Bangalore,Express,6,6
Bangalore,Kolkata,Same Day,2,1
Delhi,Chennai,Same Day,4,5
Mumbai,Mumbai,Express,2,2
Pune,Mumbai,Express,4,4
Hyderabad,Mumbai,Express,2,1
Chennai,Kolkata,Express,3,3
Hyderabad,Ahmedabad,Same Day,7,7
Pune,Delhi,Express,7,6
Chennai,Pune,Express,2,3
Pune,Bangalore,Standard,5,5
Bangalore,Pune,Same Day,3,4
Chennai,Kolkata,Same Day,5,6
Chennai,Kolkata,Express,5,5
Ahmedabad,Delhi,Standard,6,5
Mumbai,Delhi,Standard,3,3
Delhi,Delhi,Same Day,2,1
Ahmedabad,Ahmedabad,Standard,4,4
Bangalore,Hyderabad,Same Day,7,8
Hyderabad,Pune,Same Day,7,6
Delhi,Mumbai,Express,1,1
Hyderabad,Hyderabad,Standard,6,7
Kolkata,Pune,Express,1,1
Bangalore,Hyderabad,Standard,5,6
Hyderabad,Ahmedabad,Same Day,5,6
Ahmedabad,Delhi,Standard,4,4
Chennai,Chennai,Express,2,1
Ahmedabad,Chennai,Standard,3,3
Kolkata,Kolkata,Express,6,6
Pune,Delhi,Same Day,4,5
Hyderabad,Pune,Express,3,2
Chennai,Hyderabad,Express,3,2
Ahmedabad,Delhi,Standard,2,2
Delhi,Chennai,Express,2,2
Hyderabad,Delhi,Express,2,2
Hyderabad,Kolkata,Express,6,5
Bangalore,Pune,Express,4,3
Pune,Kolkata,Same Day,1,2
Bangalore,Chennai,Standard,2,1
Kolkata,Bangalore,Express,3,2
Bangalore,Kolkata,Standard,4,3
Kolkata,Hyderabad,Same Day,1,2
Ahmedabad,Hyderabad,Express,2,2
Pune,Chennai,Same Day,2,3
Ahmedabad,Pune,Same Day,7,6
Bangalore,Pune,Express,4,3
Chennai,Chennai,Standard,1,2
Kolkata,Kolkata,Same Day,6,7
Mumbai,Pune,Standard,7,8
Bangalore,Pune,Express,4,3
Delhi,Mumbai,Express,4,3
Hyderabad,Bangalore,Standard,1,2
Bangalore,Pune,Express,6,7
Bangalore,Hyderabad,Standard,7,6
Bangalore,Bangalore,Standard,4,3
Kolkata,Mumbai,Standard,6,7
Bangalore,Ahmedabad,Express,3,2
Kolkata,Chennai,Same Day,7,8
Ahmedabad,Kolkata,Express,1,1
Mumbai,Chennai,Standard,1,2
Chennai,Kolkata,Same Day,2,1
Delhi,Kolkata,Standard,7,7
Chennai,Mumbai,Express,4,5
Delhi,Pune,Standard,6,7
Kolkata,Ahmedabad,Standard,5,6
Pune,Pune,Same Day,4,3
Chennai,Bangalore,Same Day,4,5
Kolkata,Bangalore,Same Day,4,3
Hyderabad,Kolkata,Express,2,1
Delhi,Ahmedabad,Standard,7,7
Ahmedabad,Chennai,Express,6,6
Chennai,Mumbai,Express,5,6
Delhi,Hyderabad,Express,5,5
Delhi,Kolkata,Same Day,1,1
Bangalore,Kolkata,Same Day,5,4
Delhi,Chennai,Standard,6,7
Hyderabad,Ahmedabad,Standard,6,7
Delhi,Pune,Standard,7,7
Ahmedabad,Ahmedabad,Express,4,5
Kolkata,Delhi,Same Day,7,6
Delhi,Hyderabad,Express,6,6
Delhi,Hyderabad,Express,2,2
Delhi,Bangalore,Express,7,7
Delhi,Mumbai,Same Day,1,1
Pune,Hyderabad,Express,1,1
Mumbai,Mumbai,Standard,4,5
Delhi,Mumbai,Same Day,5,5
Delhi,Kolkata,Express,4,3
Mumbai,Bangalore,Standard,4,4
Hyderabad,Bangalore,Express,6,6
Kolkata,Kolkata,Same Day,3,3
Hyderabad,Delhi,Standard,7,7
Pune,Bangalore,Express,4,5
Hyderabad,Pune,Standard,7,7
Mumbai,Bangalore,Same Day,7,7
Delhi,Delhi,Express,4,5
Ahmedabad,Mumbai,Same Day,1,1
Chennai,Mumbai,Same Day,2,3
Bangalore,Chennai,Express,1,1
Pune,Pune,Express,5,4
Hyderabad,Hyderabad,Express,4,5
Mumbai,Chennai,Express,2,1
Hyderabad,Ahmedabad,Same Day,4,5
Delhi,Mumbai,Express,1,1
Kolkata,Chennai,Standard,6,7
Mumbai,Bangalore,Express,3,3
Mumbai,Delhi,Express,5,4
Bangalore,Chennai,Standard,1,2
Chennai,Ahmedabad,Standard,7,7
Delhi,Chennai,Same Day,3,2
Mumbai,Mumbai,Same Day,4,5
Kolkata,Bangalore,Standard,2,3
Kolkata,Delhi,Express,4,4
Chennai,Delhi,Same Day,2,2
Hyderabad,Delhi,Standard,2,1
Delhi,Hyderabad,Express,5,6
Chennai,Mumbai,Express,3,4
Pune,Mumbai,Express,1,1
Bangalore,Chennai,Express,1,1
Bangalore,Ahmedabad,Same Day,5,4
Hyderabad,Delhi,Same Day,7,8
Hyderabad,Hyderabad,Express,6,7
Kolkata,Mumbai,Standard,7,8
Kolkata,Pune,Express,6,7
Pune,Chennai,Same Day,1,2
Ahmedabad,Bangalore,Same Day,1,1
Kolkata,Pune,Standard,2,3
Bangalore,Chennai,Standard,1,1
Delhi,Pune,Standard,1,1
Ahmedabad,Delhi,Standard,6,5
Ahmedabad,Pune,Same Day,6,5
Pune,Mumbai,Express,5,5
Kolkata,Chennai,Same Day,3,2
Bangalore,Hyderabad,Same Day,4,4
Pune,Bangalore,Standard,5,5
Mumbai,Bangalore,Standard,4,3
Pune,Hyderabad,Same Day,4,4
Bangalore,Ahmedabad,Same Day,2,2
Delhi,Pune,Same Day,3,2
Ahmedabad,Hyderabad,Standard,6,6
Delhi,Ahmedabad,Express,1,1
Ahmedabad,Ahmedabad,Express,1,1
Bangalore,Hyderabad,Standard,1,2
Pune,Bangalore,Standard,5,4
Hyderabad,Pune,Standard,1,1
Chennai,Ahmedabad,Express,4,4
Pune,Ahmedabad,Standard,1,1
Kolkata,Ahmedabad,Standard,4,5
Bangalore,Delhi,Same Day,4,4
Kolkata,Ahmedabad,Standard,2,1
Bangalore,Chennai,Same Day,4,5
Bangalore,Pune,Express,3,3
Ahmedabad,Chennai,Same Day,4,4
Bangalore,Bangalore,Same Day,5,4
Hyderabad,Chennai,Same Day,4,3
Hyderabad,Bangalore,Express,5,6
Delhi,Chennai,Same Day,4,3
Chennai,Hyderabad,Standard,6,6
Ahmedabad,Bangalore,Same Day,4,4
Hyderabad,Hyderabad,Standard,4,3
Hyderabad,Bangalore,Same Day,7,6
Chennai,Mumbai,Express,5,4
Pune,Chennai,Same Day,5,4
Bangalore,Chennai,Same Day,3,2
Chennai,Delhi,Express,1,2
Ahmedabad,Mumbai,Same Day,4,3
Bangalore,Pune,Same Day,2,3
Mumbai,Ahmedabad,Standard,3,2
Ahmedabad,Chennai,Standard,2,2
Pune,Chennai,Express,7,6
Delhi,Pune,Standard,7,6
Kolkata,Delhi,Express,2,2
Hyderabad,Kolkata,Same Day,1,1
Kolkata,Ahmedabad,Standard,1,1
Delhi,Delhi,Express,1,1
Chennai,Ahmedabad,Same Day,4,3
Hyderabad,Kolkata,Same Day,2,2
Ahmedabad,Chennai,Same Day,5,4
Bangalore,Hyderabad,Express,2,2
Ahmedabad,Ahmedabad,Same Day,3,2
Pune,Bangalore,Express,4,3
Ahmedabad,Kolkata,Same Day,6,5
Chennai,Chennai,Same Day,4,5
Hyderabad,Chennai,Standard,2,1
Kolkata,Pune,Express,5,4
Hyderabad,Ahmedabad,Express,3,4
Hyderabad,Kolkata,Same Day,5,5
Ahmedabad,Mumbai,Express,4,5
Delhi,Chennai,Standard,6,5
Pune,Ahmedabad,Express,4,5
Mumbai,Bangalore,Same Day,2,3
Kolkata,Hyderabad,Express,5,6
Ahmedabad,Bangalore,Standard,3,2
Pune,Chennai,Standard,5,5
Chennai,Chennai,Standard,1,1
Delhi,Bangalore,Same Day,6,5
Mumbai,Chennai,Same Day,4,4
Delhi,Kolkata,Standard,1,1
Pune,Ahmedabad,Standard,7,7
Bangalore,Hyderabad,Same Day,6,5
Ahmedabad,Hyderabad,Same Day,5,5
Delhi,Bangalore,Same Day,6,5
Ahmedabad,Pune,Express,4,4
Pune,Pune,Same Day,7,7
Chennai,Delhi,Standard,3,3
Kolkata,Mumbai,Express,6,7
Kolkata,Bangalore,Standard,1,1
Delhi,Delhi,Same Day,2,3
Kolkata,Pune,Same Day,7,8
Mumbai,Mumbai,Express,6,6
Delhi,Pune,Same Day,6,7
Delhi,Chennai,Standard,6,5
Kolkata,Kolkata,Express,6,7
Pune,Chennai,Express,5,4
Pune,Mumbai,Express,2,1
Chennai,Kolkata,Same Day,5,5
Chennai,Delhi,Standard,1,1
Ahmedabad,Hyderabad,Express,7,7
Pune,Bangalore,Standard,5,4
Bangalore,Ahmedabad,Same Day,6,7
Hyderabad,Hyderabad,Express,5,6
Pune,Hyderabad,Standard,1,2
Bangalore,Hyderabad,Same Day,3,3
Bangalore,Mumbai,Express,6,6
Hyderabad,Chennai,Same Day,2,1
Delhi,Pune,Standard,3,2
Pune,Ahmedabad,Standard,2,3
Delhi,Ahmedabad,Same Day,3,2
Chennai,Pune,Express,2,3
Ahmedabad,Bangalore,Same Day,6,6
Delhi,Delhi,Standard,3,3
Ahmedabad,Pune,Express,7,6
Mumbai,Ahmedabad,Express,1,1
Pune,Pune,Express,2,2
Delhi,Mumbai,Same Day,2,1
Pune,Ahmedabad,Same Day,4,4
Delhi,Ahmedabad,Express,7,6
Kolkata,Pune,Same Day,7,6
Hyderabad,Bangalore,Express,4,5
Delhi,Kolkata,Standard,2,3
Bangalore,Hyderabad,Express,7,8
Hyderabad,Delhi,Express,7,7
Ahmedabad,Ahmedabad,Express,7,7
Kolkata,Pune,Express,7,7
Ahmedabad,Kolkata,Express,5,5
Pune,Bangalore,Same Day,7,7
Pune,Delhi,Same Day,5,4
Chennai,Delhi,Same Day,7,7
Pune,Hyderabad,Standard,7,8
Hyderabad,Hyderabad,Standard,1,1
Ahmedabad,Pune,Express,4,3
Mumbai,Kolkata,Same Day,5,6
Mumbai,Ahmedabad,Standard,7,6
Ahmedabad,Pune,Express,6,7
Chennai,Mumbai,Same Day,4,4
Bangalore,Mumbai,Express,1,2
Hyderabad,Ahmedabad,Standard,6,5
Chennai,Delhi,Express,5,4
Ahmedabad,Kolkata,Express,6,5
Chennai,Kolkata,Standard,7,8
Kolkata,Ahmedabad,Express,6,6
Mumbai,Ahmedabad,Standard,6,5
Delhi,Delhi,Same Day,2,2
Pune,Hyderabad,Express,3,2
Bangalore,Kolkata,Express,4,3
Mumbai,Hyderabad,Express,6,6
Chennai,Chennai,Standard,4,3
Chennai,Delhi,Express,5,6
Bangalore,Kolkata,Standard,3,4
Bangalore,Bangalore,Same Day,2,1
Mumbai,Hyderabad,Standard,5,5
Chennai,Kolkata,Same Day,4,3
Chennai,Hyderabad,Standard,5,4
Kolkata,Ahmedabad,Standard,5,4
Hyderabad,Bangalore,Standard,4,4
Pune,Bangalore,Same Day,4,5
Ahmedabad,Ahmedabad,Standard,3,4
Kolkata,Delhi,Same Day,2,2
Chennai,Delhi,Standard,4,5
Delhi,Delhi,Express,2,2
Delhi,Bangalore,Same Day,1,2
Bangalore,Bangalore,Same Day,4,4
Pune,Hyderabad,Express,2,3
Chennai,Bangalore,Same Day,4,4
Ahmedabad,Ahmedabad,Standard,3,3
Chennai,Kolkata,Standard,7,7
Chennai,Pune,Standard,6,6
Bangalore,Kolkata,Same Day,2,2
Delhi,Mumbai,Standard,1,2
Bangalore,Bangalore,Express,6,6
Ahmedabad,Kolkata,Same Day,7,6
Hyderabad,Delhi,Standard,6,5
Chennai,Chennai,Same Day,5,6
Hyderabad,Delhi,Express,7,8
Kolkata,Chennai,Same Day,1,1
Mumbai,Delhi,Express,5,5
Hyderabad,Hyderabad,Same Day,1,1
Ahmedabad,Ahmedabad,Same Day,3,3
Kolkata,Bangalore,Express,6,5
Chennai,Mumbai,Same Day,1,1
Bangalore,Bangalore,Standard,2,2
Delhi,Delhi,Same Day,2,1
Bangalore,Pune,Same Day,1,2
Kolkata,Kolkata,Same Day,5,4
Pune,Bangalore,Express,6,5
Ahmedabad,Chennai,Same Day,5,4
Pune,Bangalore,Standard,1,1
Kolkata,Hyderabad,Express,2,2
Kolkata,Bangalore,Express,5,5
Pune,Delhi,Same Day,2,3
Pune,Bangalore,Same Day,4,5
Kolkata,Mumbai,Standard,7,7
Chennai,Hyderabad,Same Day,7,6
Mumbai,Bangalore,Standard,1,1
Chennai,Bangalore,Same Day,3,3
Kolkata,Hyderabad,Standard,3,3
Pune,Bangalore,Standard,1,1
Chennai,Delhi,Standard,4,4
Chennai,Hyderabad,Standard,1,1
Chennai,Chennai,Express,2,3
Delhi,Mumbai,Express,5,4
Chennai,Ahmedabad,Same Day,1,1
Mumbai,Bangalore,Express,4,4
Chennai,Mumbai,Standard,3,4
Pune,Kolkata,Same Day,6,5
Ahmedabad,Ahmedabad,Same Day,5,5
Pune,Ahmedabad,Express,2,1
Kolkata,Ahmedabad,Same Day,4,3
Hyderabad,Kolkata,Standard,1,1
Hyderabad,Chennai,Standard,7,7
Chennai,Pune,Express,7,8
Bangalore,Delhi,Standard,3,2
Hyderabad,Mumbai,Express,2,1
Bangalore,Delhi,Same Day,2,3
Bangalore,Bangalore,Same Day,4,4
Delhi,Hyderabad,Standard,6,5
Pune,Pune,Express,6,6
Hyderabad,Chennai,Express,4,3
Mumbai,Bangalore,Express,6,7
Delhi,Pune,Express,3,3
Chennai,Delhi,Same Day,2,1
Chennai,Mumbai,Express,5,5
Ahmedabad,Kolkata,Express,5,6
Ahmedabad,Ahmedabad,Standard,2,1
Pune,Bangalore,Standard,5,6
Mumbai,Kolkata,Express,2,1
Delhi,Ahmedabad,Express,6,6
Mumbai,Mumbai,Same Day,7,8
Hyderabad,Ahmedabad,Standard,7,7
Hyderabad,Chennai,Same Day,5,6
Delhi,Chennai,Standard,4,4
Mumbai,Mumbai,Standard,2,3
Ahmedabad,Mumbai,Same Day,4,4
Kolkata,Bangalore,Express,6,6
Mumbai,Bangalore,Express,6,6
Pune,Chennai,Standard,7,8
Hyderabad,Pune,Standard,3,3
Kolkata,Hyderabad,Same Day,3,3
Pune,Mumbai,Express,7,7
Ahmedabad,Chennai,Standard,5,4
Bangalore,Chennai,Standard,7,6
Bangalore,Ahmedabad,Express,5,4
Pune,Delhi,Same Day,4,4
Pune,Delhi,Express,6,7
Chennai,Delhi,Express,4,5
Delhi,Hyderabad,Standard,6,6
Mumbai,Hyderabad,Express,3,3
Bangalore,Pune,Express,5,5
Pune,Hyderabad,Standard,6,7
Kolkata,Ahmedabad,Same Day,7,6
Ahmedabad,Kolkata,Express,7,7
Ahmedabad,Kolkata,Express,2,1
Chennai,Ahmedabad,Standard,6,6
Pune,Mumbai,Express,7,6
Bangalore,Ahmedabad,Standard,7,6
Hyderabad,Chennai,Same Day,6,7
Mumbai,Ahmedabad,Standard,2,2
Kolkata,Pune,Express,7,8
Mumbai,Ahmedabad,Express,1,1
Chennai,Bangalore,Express,4,3
Ahmedabad,Kolkata,Standard,2,1
Ahmedabad,Mumbai,Standard,2,2
Pune,Bangalore,Same Day,4,5
Kolkata,Pune,Same Day,5,6
Pune,Chennai,Standard,5,6
Ahmedabad,Bangalore,Same Day,6,5
Bangalore,Pune,Standard,6,5
Pune,Ahmedabad,Same Day,5,6
Hyderabad,Bangalore,Standard,2,2
Ahmedabad,Chennai,Same Day,6,5
Kolkata,Hyderabad,Same Day,3,2
Ahmedabad,Kolkata,Standard,1,1
Delhi,Pune,Express,1,2
Hyderabad,Pune,Standard,7,8
Chennai,Delhi,Same Day,2,1
Ahmedabad,Kolkata,Standard,2,2
Hyderabad,Bangalore,Standard,5,5
Mumbai,Kolkata,Express,1,1
Hyderabad,Kolkata,Standard,4,4
Pune,Bangalore,Express,6,7
Chennai,Chennai,Express,2,2
Mumbai,Chennai,Same Day,3,3
Chennai,Pune,Standard,3,2
Kolkata,Hyderabad,Express,4,3
Chennai,Bangalore,Standard,4,4
Delhi,Chennai,Same Day,7,8
Pune,Hyderabad,Express,2,1
Kolkata,Pune,Same Day,4,4
Mumbai,Chennai,Express,5,6
Pune,Pune,Standard,5,6
Hyderabad,Bangalore,Standard,4,4
Delhi,Bangalore,Same Day,2,2
Ahmedabad,Delhi,Standard,4,4
Mumbai,Kolkata,Standard,4,5
Chennai,Hyderabad,Standard,1,1
Kolkata,Pune,Same Day,4,3
Chennai,Delhi,Express,1,1
Ahmedabad,Delhi,Standard,6,5
Chennai,Hyderabad,Express,6,5
Chennai,Bangalore,Same Day,5,6
Bangalore,Delhi,Express,4,5
Ahmedabad,Delhi,Standard,4,3
Delhi,Pune,Same Day,4,4
Hyderabad,Kolkata,Same Day,5,4
Ahmedabad,Hyderabad,Standard,2,3
Pune,Pune,Standard,2,2
Delhi,Chennai,Standard,6,7
Kolkata,Bangalore,Express,3,3
Ahmedabad,Kolkata,Express,2,1
Pune,Mumbai,Same Day,5,4
Bangalore,Bangalore,Same Day,1,2
Ahmedabad,Ahmedabad,Same Day,1,1
Mumbai,Kolkata,Same Day,1,1
Delhi,Ahmedabad,Express,3,4
Delhi,Ahmedabad,Express,4,4
Pune,Kolkata,Same Day,7,8
Chennai,Bangalore,Standard,1,1
Mumbai,Chennai,Standard,4,5
